COMMON_NAME,SPECIES_CODE
Tropical Mockingbird,tromoc
Northern Mockingbird,normoc
Stripe-sided Rhabdornis,stsrha2
Long-billed Rhabdornis,lobrha1
Stripe-breasted Rhabdornis,stbrha1
Visayan Rhabdornis,visrha1
Fiery-browed Myna,fibmyn1
Finch-billed Myna,fibmyn2
Metallic Starling,metsta1
Yellow-eyed Starling,yeesta1
Tanimbar Starling,tansta1
Atoll Starling,atosta1
Rennell Starling,rensta1
Long-tailed Starling,lotsta1
White-eyed Starling,whesta2
Brown-winged Starling,brwsta1
Makira Starling,sacsta1
Rusty-winged Starling,ruwsta1
Striated Starling,strsta1
Pohnpei Starling,pohsta1
Singing Starling,sinsta1
Mountain Starling,mousta1
Asian Glossy Starling,asgsta1
Moluccan Starling,molsta1
Short-tailed Starling,shtsta1
Micronesian Starling,micsta1
Polynesian Starling,polsta1
Samoan Starling,samsta1
Kosrae Starling,kossta1
Rarotonga Starling,rarsta1
Mysterious Starling,myssta1
Norfolk Starling,norsta1
Sulawesi Myna,sulmyn1
Helmeted Myna,helmyn1
Long-crested Myna,locmyn1
Apo Myna,apomyn2
Coleto,coleto1
White-necked Myna,whnmyn1
Bare-eyed Myna,baemyn1
Yellow-faced Myna,yefmyn1
Golden Myna,golmyn1
Long-tailed Myna,lotmyn1
Golden-crested Myna,gocmyn1
Sri Lanka Myna,ceymyn1
Common Hill Myna,hilmyn
Southern Hill Myna,sohmyn1
Enggano Myna,engmyn1
Nias Myna,niamyn1
European Starling,eursta
Spotless Starling,sposta1
Wattled Starling,watsta1
Rosy Starling,rossta2
Daurian Starling,dausta1
Chestnut-cheeked Starling,chcsta1
Black-collared Starling,bkcsta1
Asian Pied Starling,aspsta2
White-faced Starling,whfsta2
Bali Myna,balmyn1
Rodrigues Starling,rodsta2
Reunion Starling,reusta1
White-shouldered Starling,whssta2
Brahminy Starling,brasta1
Chestnut-tailed Starling,chtsta2
Malabar Starling,malsta1
White-headed Starling,whhsta2
Red-billed Starling,rebsta1
White-cheeked Starling,whcsta1
Common Myna,commyn
Bank Myna,banmyn1
Vinous-breasted Starling,vibsta3
Black-winged Starling,bkwsta1
Jungle Myna,junmyn1
Javan Myna,whvmyn
Pale-bellied Myna,pabmyn1
Collared Myna,colmyn1
Great Myna,whvmyn1
Crested Myna,cremyn
Madagascar Starling,madsta1
Violet-backed Starling,vibsta2
Slender-billed Starling,slbsta1
Pale-winged Starling,pawsta1
Neumann's Starling,neusta1
Red-winged Starling,rewsta1
Chestnut-winged Starling,chwsta1
Waller's Starling,walsta1
Tristram's Starling,trista1
White-billed Starling,whbsta1
Bristle-crowned Starling,brcsta1
Somali Starling,somsta1
Socotra Starling,socsta1
Spot-winged Starling,spwsta1
Babbling Starling,babsta1
White-collared Starling,whcsta2
Magpie Starling,magsta1
Sharpe's Starling,shasta2
Abbott's Starling,abbsta2
Narrow-tailed Starling,natsta1
Stuhlmann's Starling,stusta1
Kenrick's Starling,kensta1
Black-bellied Starling,bbgsta1
Purple-headed Starling,phgsta1
Copper-tailed Starling,ctgsta1
Hildebrandt's Starling,hilsta1
Shelley's Starling,shesta1
Burchell's Starling,bugsta1
Rüppell's Starling,ruegls1
Long-tailed Glossy Starling,ltgsta1
Meves's Starling,megsta1
Ashy Starling,ashsta2
Splendid Starling,spgsta1
Principe Starling,prgsta1
Golden-breasted Starling,gobsta5
Superb Starling,supsta1
Chestnut-bellied Starling,chbsta1
African Pied Starling,afpsta1
White-crowned Starling,whcsta3
Fischer's Starling,fissta1
Lesser Blue-eared Starling,lbesta1
Sharp-tailed Starling,stgsta1
Greater Blue-eared Starling,gbesta1
Emerald Starling,emesta1
Purple Starling,pugsta1
Cape Starling,capgls1
Bronze-tailed Starling,btgsta1
Red-billed Oxpecker,reboxp1
Yellow-billed Oxpecker,yeboxp1
Philippine Leafbird,philea1
Yellow-throated Leafbird,yetlea1
Greater Green Leafbird,grglea1
Lesser Green Leafbird,leglea1
Blue-winged Leafbird,blwlea1
Bornean Leafbird,borlea1
Jerdon's Leafbird,jerlea1
Golden-fronted Leafbird,goflea1
Sumatran Leafbird,sumlea1
Orange-bellied Leafbird,orblea1
Blue-masked Leafbird,blmlea1
Olive-backed Flowerpecker,olbflo1
Yellow-breasted Flowerpecker,yebflo2
Crimson-breasted Flowerpecker,crbflo1
Palawan Flowerpecker,palflo1
Yellow-rumped Flowerpecker,yerflo1
Scarlet-breasted Flowerpecker,scbflo2
Golden-rumped Flowerpecker,gorflo1
Thick-billed Flowerpecker,thbflo1
Brown-backed Flowerpecker,brbflo1
Whiskered Flowerpecker,whiflo1
Yellow-vented Flowerpecker,yevflo1
Yellow-bellied Flowerpecker,yebflo1
White-throated Flowerpecker,whtflo1
Yellow-sided Flowerpecker,yesflo1
Olive-capped Flowerpecker,olcflo1
Flame-crowned Flowerpecker,flcflo1
Bicolored Flowerpecker,bicflo1
Cebu Flowerpecker,cebflo1
Red-keeled Flowerpecker,resflo1
Black-belted Flowerpecker,rekflo1
Scarlet-collared Flowerpecker,sccflo1
Orange-bellied Flowerpecker,orbflo1
White-bellied Flowerpecker,whbflo1
Pale-billed Flowerpecker,pabflo1
Nilgiri Flowerpecker,plaflo1
Plain Flowerpecker,plaflo2
Andaman Flowerpecker,andflo1
Pygmy Flowerpecker,pygflo1
Crimson-crowned Flowerpecker,crcflo1
Halmahera Flowerpecker,flbflo3
Buru Flowerpecker,flbflo2
Ashy Flowerpecker,ashflo1
Olive-crowned Flowerpecker,olcflo2
Red-capped Flowerpecker,recflo1
Louisiade Flowerpecker,louflo1
Red-banded Flowerpecker,rebflo1
Midget Flowerpecker,midflo1
Mottled Flowerpecker,motflo1
Black-fronted Flowerpecker,blfflo1
Red-chested Flowerpecker,recflo2
Fire-breasted Flowerpecker,fibflo2
Black-sided Flowerpecker,blsflo1
Gray-sided Flowerpecker,gysflo1
Blood-breasted Flowerpecker,blbflo1
Mistletoebird,mistle1
Scarlet-backed Flowerpecker,scbflo1
Scarlet-headed Flowerpecker,schflo1
Ruby-cheeked Sunbird,rucsun2
Fraser's Sunbird,sctsun2
Gray-headed Sunbird,gyhsun1
Plain-backed Sunbird,plbsun1
Anchieta's Sunbird,ancsun1
Plain Sunbird,plasun1
Plain-throated Sunbird,pltsun1
Red-throated Sunbird,retsun3
Mouse-brown Sunbird,mobsun1
Western Violet-backed Sunbird,wvbsun1
Kenya Violet-backed Sunbird,kvbsun1
Uluguru Violet-backed Sunbird,uvbsun1
Violet-tailed Sunbird,vitsun1
Seimund's Sunbird,ligsun2
Green Sunbird,gresun1
Banded Sunbird,bansun1
Collared Sunbird,colsun2
Pygmy Sunbird,pygsun2
Nile Valley Sunbird,nivsun2
Amani Sunbird,amasun2
Reichenbach's Sunbird,reisun2
Principe Sunbird,prisun2
Newton's Sunbird,newsun2
Sao Tome Sunbird,satsun1
Orange-breasted Sunbird,orbsun2
Green-headed Sunbird,gnhsun1
Bannerman's Sunbird,bansun3
Blue-throated Brown Sunbird,btbsun2
Cameroon Sunbird,camsun2
Blue-headed Sunbird,buhsun1
Olive Sunbird,eaosun1
Mouse-colored Sunbird,mocsun2
Buff-throated Sunbird,butsun2
Carmelite Sunbird,carsun2
Green-throated Sunbird,gntsun1
Amethyst Sunbird,amesun2
Scarlet-chested Sunbird,sccsun2
Hunter's Sunbird,hunsun2
Socotra Sunbird,socsun2
Purple-rumped Sunbird,pursun3
Crimson-backed Sunbird,crbsun2
Van Hasselt's Sunbird,vahsun1
Purple-throated Sunbird,putsun3
Black Sunbird,blksun1
Copper-throated Sunbird,cotsun2
Bocage's Sunbird,bocsun2
Purple-breasted Sunbird,pubsun3
Tacazze Sunbird,tacsun1
Bronze Sunbird,brosun1
Malachite Sunbird,malsun1
Red-tufted Sunbird,retsun2
Golden-winged Sunbird,gowsun2
Olive-bellied Sunbird,olbsun3
Tiny Sunbird,tinsun2
Miombo Sunbird,miosun1
Southern Double-collared Sunbird,sdcsun3
Neergaard's Sunbird,neesun2
Stuhlmann's Sunbird,stusun1
Prigogine's Sunbird,prisun3
Montane Double-collared Sunbird,mdcsun3
Northern Double-collared Sunbird,ndcsun2
Greater Double-collared Sunbird,gdcsun2
Regal Sunbird,regsun2
Rockefeller's Sunbird,rocsun2
Eastern Double-collared Sunbird,edcsun2
Moreau's Sunbird,morsun2
Loveridge's Sunbird,lovsun3
Beautiful Sunbird,beasun2
Mariqua Sunbird,marsun2
Shelley's Sunbird,shesun2
Congo Sunbird,consun2
Red-chested Sunbird,recsun2
Black-bellied Sunbird,bkbsun1
Purple-banded Sunbird,pubsun4
Tsavo Sunbird,tsasun1
Violet-breasted Sunbird,vibsun2
Pemba Sunbird,pemsun2
Orange-tufted Sunbird,ortsun3
Palestine Sunbird,palsun2
Shining Sunbird,shisun3
Splendid Sunbird,splsun2
Johanna's Sunbird,johsun2
Superb Sunbird,supsun2
Rufous-winged Sunbird,ruwsun2
Oustalet's Sunbird,oussun2
White-breasted Sunbird,whbsun2
Variable Sunbird,varsun2
Dusky Sunbird,dussun2
Ursula's Sunbird,urssun2
Bates's Sunbird,batsun2
Copper Sunbird,copsun2
Purple Sunbird,pursun4
Olive-backed Sunbird,olbsun4
Apricot-breasted Sunbird,apbsun2
Flame-breasted Sunbird,flbsun2
Souimanga Sunbird,sousun2
Madagascar Sunbird,madsun1
Seychelles Sunbird,seysun2
Humblot's Sunbird,humsun2
Anjouan Sunbird,anjsun2
Mayotte Sunbird,maysun2
Long-billed Sunbird,lobsun2
Elegant Sunbird,elesun1
Fire-tailed Sunbird,fitsun1
Black-throated Sunbird,bltsun1
Gould's Sunbird,gousun1
Green-tailed Sunbird,grtsun1
Lovely Sunbird,lovsun1
Temminck's Sunbird,temsun1
Javan Sunbird,scasun1
Vigors's Sunbird,wecsun1
Crimson Sunbird,eacsun1
Magnificent Sunbird,magsun1
Fork-tailed Sunbird,fotsun1
Handsome Sunbird,hansun1
White-flanked Sunbird,whfsun1
Flaming Sunbird,flasun1
Maroon-naped Sunbird,mansun1
Metallic-winged Sunbird,mewsun2
Mountain Sunbird,mousun1
Bohol Sunbird,bohsun1
Lina's Sunbird,linsun1
Gray-hooded Sunbird,gyhsun2
Apo Sunbird,moasun1
Tboli Sunbird,tbosun1
Thick-billed Spiderhunter,thbspi1
Long-billed Spiderhunter,lobspi1
Orange-tufted Spiderhunter,ortspi1
Pale Spiderhunter,palspi2
Little Spiderhunter,litspi1
Purple-naped Spiderhunter,punsun1
Whitehead's Spiderhunter,whispi1
Naked-faced Spiderhunter,nafspi1
Yellow-eared Spiderhunter,yeespi1
Spectacled Spiderhunter,spespi2
Streaked Spiderhunter,strspi1
Streaky-breasted Spiderhunter,stbspi2
Gray-breasted Spiderhunter,gybspi2
Bornean Spiderhunter,borspi1
Alpine Accentor,alpacc1
Himalayan Accentor,himacc1
Robin Accentor,robacc1
Rufous-breasted Accentor,rubacc1
Siberian Accentor,sibacc
Radde's Accentor,radacc1
Yemen Accentor,yemacc1
Brown Accentor,broacc1
Black-throated Accentor,bltacc1
Mongolian Accentor,monacc1
Dunnock,dunnoc1
Japanese Accentor,japacc1
Maroon-backed Accentor,mabacc1
Forest Wagtail,forwag1
Sao Tome Short-tail,boclon2
Western Yellow Wagtail,eaywag1
Eastern Yellow Wagtail,eaywag
Citrine Wagtail,citwag
Cape Wagtail,capwag1
Madagascar Wagtail,madwag1
Gray Wagtail,grywag
Mountain Wagtail,mouwag1
White Wagtail,whiwag
White-browed Wagtail,whbwag1
Japanese Wagtail,japwag1
Mekong Wagtail,mekwag1
African Pied Wagtail,afpwag1
Madanga,rtweye1
Australasian Pipit,auspip1
Richard's Pipit,ricpip1
Paddyfield Pipit,oripip1
African Pipit,afrpip1
Mountain Pipit,moupip1
Jackson's Pipit,jacpip1
Woodland Pipit,woopip1
Long-billed Pipit,lobpip1
Blyth's Pipit,blypip1
Tawny Pipit,tawpip1
Plain-backed Pipit,plbpip1
Buffy Pipit,bufpip1
Long-legged Pipit,lolpip1
Nilgiri Pipit,nilpip1
Upland Pipit,uplpip1
Berthelot's Pipit,berpip1
Malindi Pipit,malpip1
Striped Pipit,strpip1
Yellow-tufted Pipit,yetpip1
Alpine Pipit,alppip1
Meadow Pipit,meapip1
Rosy Pipit,rospip1
Tree Pipit,trepip
Olive-backed Pipit,olbpip
Pechora Pipit,pecpip
Red-throated Pipit,retpip
Water Pipit,watpip1
Rock Pipit,rocpip1
American Pipit,amepip
Sprague's Pipit,sprpip
Yellowish Pipit,yelpip1
Short-billed Pipit,shbpip1
Pampas Pipit,chapip1
Correndera Pipit,corpip1
South Georgia Pipit,sogpip1
Ochre-breasted Pipit,ocbpip1
Hellmayr's Pipit,helpip1
Paramo Pipit,parpip1
Short-tailed Pipit,shtpip1
Bush Pipit,buspip1
Sokoke Pipit,sokpip1
Golden Pipit,golpip1
Yellow-breasted Pipit,yebpip2
Sharpe's Longclaw,shalon1
Orange-throated Longclaw,ortlon1
Yellow-throated Longclaw,yetlon1
Fülleborn's Longclaw,fuelon2
Abyssinian Longclaw,abylon1
Pangani Longclaw,panlon1
Rosy-throated Longclaw,rotlon1
Grimwood's Longclaw,grilon1
Przevalski's Pinktail,przros1
Spotted Elachura,spwbab1
Bohemian Waxwing,bohwax
Cedar Waxwing,cedwax
Japanese Waxwing,japwax1
Kauai Oo,kauoo
Oahu Oo,oahoo
Bishop's Oo,bisoo
Hawaii Oo,hawoo
Kioea,kioea
Black-and-yellow Silky-flycatcher,bayfly1
Gray Silky-flycatcher,grsfly1
Long-tailed Silky-flycatcher,ltsfly1
Phainopepla,phaino
Palmchat,palmch1
Hylocitrea,olfwhi1
Hypocolius,hypoco1
Olive Warbler,oliwar
Lapland Longspur,laplon
Chestnut-collared Longspur,chclon
Smith's Longspur,smilon
McCown's Longspur,mcclon
Snow Bunting,snobun
McKay's Bunting,mckbun
Rosy Thrush-Tanager,rottan2
Ovenbird,ovenbi1
Worm-eating Warbler,woewar1
Louisiana Waterthrush,louwat
Northern Waterthrush,norwat
Bachman's Warbler,bacwar
Golden-winged Warbler,gowwar
Blue-winged Warbler,buwwar
Black-and-white Warbler,bawwar
Prothonotary Warbler,prowar
Swainson's Warbler,swawar
Crescent-chested Warbler,crcwar
Flame-throated Warbler,fltwar1
Tennessee Warbler,tenwar
Orange-crowned Warbler,orcwar
Colima Warbler,colwar
Lucy's Warbler,lucwar
Nashville Warbler,naswar
Virginia's Warbler,virwar
Semper's Warbler,semwar1
Connecticut Warbler,conwar
Gray-crowned Yellowthroat,gycyel
Masked Yellowthroat,masyel1
MacGillivray's Warbler,macwar
Mourning Warbler,mouwar
Kentucky Warbler,kenwar
Olive-crowned Yellowthroat,olcyel1
Black-polled Yellowthroat,blpyel1
Belding's Yellowthroat,belyel1
Bahama Yellowthroat,bahyel1
Altamira Yellowthroat,altyel1
Common Yellowthroat,comyel
Hooded Yellowthroat,hooyel1
Whistling Warbler,whiwar1
Plumbeous Warbler,pluwar1
Elfin-woods Warbler,elwwar1
Arrowhead Warbler,arrwar1
Hooded Warbler,hoowar
American Redstart,amered
Kirtland's Warbler,kirwar
Cape May Warbler,camwar
Cerulean Warbler,cerwar
Northern Parula,norpar
Tropical Parula,tropar
Magnolia Warbler,magwar
Bay-breasted Warbler,babwar
Blackburnian Warbler,bkbwar
Yellow Warbler,yelwar
Chestnut-sided Warbler,chswar
Blackpoll Warbler,bkpwar
Black-throated Blue Warbler,btbwar
Palm Warbler,palwar
Olive-capped Warbler,olcwar1
Pine Warbler,pinwar
Yellow-rumped Warbler,yerwar
Yellow-throated Warbler,yetwar
Bahama Warbler,yetwar3
Vitelline Warbler,vitwar1
Prairie Warbler,prawar
Adelaide's Warbler,adewar1
Barbuda Warbler,barwar
St. Lucia Warbler,stlwar
Grace's Warbler,grawar
Black-throated Gray Warbler,btywar
Townsend's Warbler,towwar
Hermit Warbler,herwar
Golden-cheeked Warbler,gchwar
Black-throated Green Warbler,btnwar
Fan-tailed Warbler,fatwar
Rufous-capped Warbler,rucwar
Black-cheeked Warbler,blcwar1
Pirre Warbler,pirwar1
Golden-browed Warbler,gobwar1
Golden-crowned Warbler,gcrwar
Costa Rican Warbler,thswar5
Tacarcuna Warbler,thswar9
Three-striped Warbler,thswar1
Three-banded Warbler,thbwar2
Gray-headed Warbler,gyhwar1
Santa Marta Warbler,samwar1
Citrine Warbler,citwar1
White-striped Warbler,whswar2
Flavescent Warbler,flawar1
White-browed Warbler,whbwar2
Pale-legged Warbler,palwar1
Black-crested Warbler,blcwar2
Buff-rumped Warbler,burwar1
Riverbank Warbler,rivwar1
Two-banded Warbler,twbwar1
Golden-bellied Warbler,gobwar2
Gray-throated Warbler,gytwar1
White-lored Warbler,whlwar1
Gray-and-gold Warbler,gagwar2
Russet-crowned Warbler,rucwar1
Canada Warbler,canwar
Wilson's Warbler,wlswar
Red-faced Warbler,refwar
Red Warbler,redwar1
Pink-headed Warbler,pihwar1
Painted Redstart,paired
Slate-throated Redstart,sltred
Brown-capped Redstart,brcred1
Tepui Redstart,tepred1
Paria Redstart,parred1
Saffron-breasted Redstart,sabred1
White-faced Redstart,whfred1
Collared Redstart,colred1
Yellow-crowned Redstart,yecred1
Golden-fronted Redstart,gofred1
Spectacled Redstart,spered1
White-fronted Redstart,whfred2
Brown Tanager,brotan1
Red-crested Cardinal,reccar
Red-cowled Cardinal,reccar2
Masked Cardinal,reccar3
Red-capped Cardinal,reccar4
Crimson-fronted Cardinal,crfcar1
Yellow-billed Cardinal,yebcar
Black-faced Tanager,blftan1
Cinnamon Tanager,cintan1
Magpie Tanager,magtan2
White-banded Tanager,whbtan1
Black-and-white Tanager,bawtan1
Cone-billed Tanager,cobtan2
Red-billed Pied Tanager,rbptan1
Scarlet-throated Tanager,scttan1
White-capped Tanager,whctan1
Hooded Tanager,hootan1
Cherry-throated Tanager,chttan1
Rufous-crested Tanager,ructan4
Slaty Tanager,slatan2
Olive-green Tanager,olgtan1
Black-capped Hemispingus,blchem1
Orange-browed Hemispingus,orbhem1
Parodi's Hemispingus,parhem1
Gray-capped Hemispingus,gychem1
Oleaginous Hemispingus,olehem1
Black-eared Hemispingus,blehem1
Orange-headed Tanager,orhtan1
Buff-bellied Tanager,bubtan1
Fulvous-headed Tanager,fuhtan1
Chestnut-headed Tanager,chhtan1
Rust-and-yellow Tanager,raytan1
Superciliaried Hemispingus,suphem1
Rufous-chested Tanager,ructan3
Brown-flanked Tanager,brftan1
Plain-tailed Warbling-Finch,ptwfin1
Rusty-browed Warbling-Finch,rbwfin2
Buff-throated Warbling-Finch,rrwfin1
Gray-throated Warbling-Finch,gytwaf1
Ringed Warbling-Finch,riwfin1
Black-capped Warbling-Finch,bcwfin2
Cinereous Warbling-Finch,ciwfin1
Three-striped Hemispingus,thshem1
White-rumped Tanager,whrtan1
Pardusco,pardus2
Black-goggled Tanager,blgtan1
Gray-headed Tanager,grhtan1
Flame-crested Tanager,flctan1
Yellow-crested Tanager,yectan1
Fulvous-crested Tanager,fuctan1
White-shouldered Tanager,whstan1
Tawny-crested Tanager,tactan1
Ruby-crowned Tanager,ructan1
White-lined Tanager,whltan1
Red-shouldered Tanager,restan1
Fulvous Shrike-Tanager,fustan1
White-winged Shrike-Tanager,wwstan1
Black-throated Shrike-Tanager,btstan1
White-throated Shrike-Tanager,wtstan1
Crimson-collared Tanager,crctan1
Flame-rumped Tanager,flrtan1
Passerini's Tanager,pastan1
Cherrie's Tanager,chetan1
Brazilian Tanager,bratan1
Black-bellied Tanager,bkbtan1
Silver-beaked Tanager,sibtan2
Masked Crimson Tanager,mactan1
Crimson-backed Tanager,crbtan1
Vermilion Tanager,vertan1
Blue-backed Tanager,blbtan2
Blue-and-gold Tanager,bagtan1
Black-and-gold Tanager,bagtan2
Golden-chested Tanager,goctan1
Moss-backed Tanager,mobtan1
Gold-ringed Tanager,gortan1
Orange-throated Tanager,orttan1
Hooded Mountain-Tanager,homtan1
Masked Mountain-Tanager,mamtan1
Black-chested Mountain-Tanager,bcmtan1
Golden-backed Mountain-Tanager,gbmtan1
Grass-green Tanager,grgtan1
Black-cheeked Mountain-Tanager,bkcmot1
Lacrimose Mountain-Tanager,lamtan1
Scarlet-bellied Mountain-Tanager,sbmtan1
Blue-winged Mountain-Tanager,bwmtan1
Black-chinned Mountain-Tanager,bcmtan2
Buff-breasted Mountain-Tanager,bbmtan1
Chestnut-bellied Mountain-Tanager,cbmtan1
Rufous-bellied Mountain-Tanager,rubsal1
Diademed Tanager,diatan1
Purplish-mantled Tanager,pumtan2
Yellow-throated Tanager,yettan1
Golden-collared Tanager,goctan3
Golden-crowned Tanager,goctan4
Yellow-scarfed Tanager,yestan1
Fawn-breasted Tanager,fabtan1
Blue-and-yellow Tanager,baytan3
Glistening-green Tanager,glgtan1
Orange-eared Tanager,oretan1
Multicolored Tanager,multan1
Blue-gray Tanager,bugtan
Sayaca Tanager,saytan1
Glaucous Tanager,glatan1
Azure-shouldered Tanager,azstan1
Golden-chevroned Tanager,goctan2
Yellow-winged Tanager,yewtan1
Palm Tanager,paltan1
Blue-capped Tanager,blctan2
Dotted Tanager,dottan1
Rufous-throated Tanager,ruttan1
Speckled Tanager,spetan1
Yellow-bellied Tanager,yebtan2
Spotted Tanager,spotan1
Golden-naped Tanager,gontan1
Black-headed Tanager,blhtan1
Silvery Tanager,siltan1
Black-capped Tanager,blctan1
Green-throated Tanager,gnttan1
Sira Tanager,sirtan1
Azure-rumped Tanager,azrtan1
Gray-and-gold Tanager,gagtan1
Black-backed Tanager,blbtan1
Chestnut-backed Tanager,chbtan1
Green-capped Tanager,grctan1
Burnished-buff Tanager,bubtan2
Lesser Antillean Tanager,leatan1
Scrub Tanager,scrtan1
Masked Tanager,mastan1
Golden-hooded Tanager,gohtan1
Blue-necked Tanager,blntan1
Blue-and-black Tanager,babtan1
Beryl-spangled Tanager,bestan1
Spangle-cheeked Tanager,spctan1
Green-naped Tanager,grntan1
Metallic-green Tanager,megtan1
Blue-browed Tanager,blbtan3
Plain-colored Tanager,plctan1
Turquoise Tanager,turtan1
Paradise Tanager,partan1
Opal-rumped Tanager,oprtan1
Opal-crowned Tanager,opctan1
Green-headed Tanager,grhtan2
Seven-colored Tanager,sectan1
Red-necked Tanager,rentan1
Brassy-breasted Tanager,brbtan1
Gilt-edged Tanager,gietan1
Rufous-winged Tanager,ruwtan1
Bay-headed Tanager,bahtan1
Rufous-cheeked Tanager,ructan2
Golden-eared Tanager,goetan1
Saffron-crowned Tanager,sactan1
Flame-faced Tanager,flftan1
Green-and-gold Tanager,gagtan2
Blue-whiskered Tanager,blwtan1
Golden Tanager,goltan1
Emerald Tanager,emetan1
Silver-throated Tanager,sittan1
Swallow Tanager,swatan1
White-bellied Dacnis,whbdac1
Black-faced Dacnis,blfdac1
Yellow-bellied Dacnis,yebdac1
Turquoise Dacnis,turdac1
Black-legged Dacnis,blldac1
Scarlet-thighed Dacnis,sctdac1
Blue Dacnis,bludac1
Viridian Dacnis,virdac1
Scarlet-breasted Dacnis,scbdac1
Short-billed Honeycreeper,shbhon2
Shining Honeycreeper,shihon1
Purple Honeycreeper,purhon1
Red-legged Honeycreeper,relhon1
Green Honeycreeper,grehon1
Golden-collared Honeycreeper,gochon2
Sulphur-rumped Tanager,surtan1
Scarlet-browed Tanager,scbtan2
Guira Tanager,guitan1
Rufous-headed Tanager,ruhtan1
Yellow-backed Tanager,yebtan1
Black-and-yellow Tanager,baytan2
Scarlet-and-white Tanager,sawtan1
Bicolored Conebill,biccon1
Pearly-breasted Conebill,pebcon1
Chestnut-vented Conebill,chvcon1
White-eared Conebill,whecon1
Giant Conebill,giacon1
White-browed Conebill,whbcon1
Blue-backed Conebill,blbcon1
Capped Conebill,capcon1
Tamarugo Conebill,tamcon1
Rufous-browed Conebill,rubcon1
Cinereous Conebill,cincon1
Tit-like Dacnis,tildac1
Chestnut-bellied Flowerpiercer,chbflo1
Glossy Flowerpiercer,gloflo1
Moustached Flowerpiercer,mouflo1
Merida Flowerpiercer,merflo1
Black Flowerpiercer,blkflo1
Black-throated Flowerpiercer,bktflo1
Gray-bellied Flowerpiercer,gybflo1
Venezuelan Flowerpiercer,venflo1
White-sided Flowerpiercer,whsflo1
Scaled Flowerpiercer,scaflo1
Greater Flowerpiercer,greflo1
Indigo Flowerpiercer,indflo1
Cinnamon-bellied Flowerpiercer,cibflo1
Slaty Flowerpiercer,slaflo1
Rusty Flowerpiercer,rusflo1
Deep-blue Flowerpiercer,debflo1
Bluish Flowerpiercer,bluflo1
Masked Flowerpiercer,masflo1
Plushcap,plushc1
Black-backed Bush Tanager,bbbtan1
Blue Finch,blufin1
Black-hooded Sierra-Finch,bhsfin1
Peruvian Sierra-Finch,pesfin1
Gray-hooded Sierra-Finch,gyhsif1
Patagonian Sierra-Finch,pasfin1
Mourning Sierra-Finch,mosfin1
Red-backed Sierra-Finch,rbsfin1
White-throated Sierra-Finch,wtsfin1
Carbonated Sierra-Finch,casfin1
Band-tailed Sierra-Finch,btsfin1
Short-tailed Finch,shtfin1
White-winged Diuca-Finch,wwdfin1
Common Diuca-Finch,codfin1
White-bridled Finch,cawfin1
Yellow-bridled Finch,yebfin1
Plumbeous Sierra-Finch,plsfin1
Ash-breasted Sierra-Finch,absfin1
Uniform Finch,unifin1
Slaty Finch,slafin1
Peg-billed Finch,pebfin1
Black-crested Finch,blcfin1
Gray-crested Finch,gycfin1
Long-tailed Reed Finch,ltrfin1
Gough Island Finch,goifin1
Nightingale Finch,nigfin1
Wilkins's Finch,wilfin1
Cinereous Finch,cinfin1
Slender-billed Finch,slbfin3
Great Inca-Finch,grifin1
Rufous-backed Inca-Finch,rbifin1
